uid,ref,official_name,name,distance,district
1057811006,С100101,МАЛА ТАРАСIВКА - ПОДІЛЛЯ,Мала Тарасівка – Поділля,6.4,Баришівський район
1057811005,С100102,СЕЛИЩЕ-ХЛОПКІВ-/БАРИШІВКА-ЛУКАШІ/,Селище – Хлопків – О100101,6,Баришівський район
1057811004,С100103,КОРЖІ- /БОРИСПІЛЬ - БЕРЕЗАНЬ-ЯГОТИН/,Коржі – Т-10-18,5.1,Баришівський район
1057811003,С100104,/М-03/ - БОРЩІВ,М-03 – Борщів,0.5,Баришівський район
1057811002,С100105,/М-03/ - КОРЖІ,М-03 – Коржі,4.6,Баришівський район
1057811001,С100106,СЕМЕНІВКА - ЛЕЛЯКИ - / М-03/,Семенівка – Леляки – М-03,4.7,Баришівський район
1057811000,С100107,/Н-07/-ЛУКЯНІВКА-ВОЙТОВЕ,Н-07 – Лук'янівка – Войтове,22.5,Баришівський район;Згурівський район
1057810999,С100108,КОРНІЇВКА-НЕДРА-/ЗГУРІВКА-БЕРЕЗАНЬ - /М-03/,Корніївка – Недра – О100113,12.1,Баришівський район
1057810998,С100109,ЛЕХНІВКА-/ЗГУРІВКА-БЕРЕЗАНЬ- /М-03/,Лехнівка – О100113,2.3,Баришівський район
1057810976,С100110,ПИЛИПЧЕ-/ЗГУРІВКА-БЕРЕЗАНЬ -/ М-03/,Пилипче – О100113,2,Баришівський район
1057810975,С100111,ЯБЛУНЕВЕ - ГРИГОРIВКА,Яблуневе – Григорівка,2.1,Баришівський район
1057810974,С100112,ПАРИШКIВ - БАКУМІВКА,Паришків – Бакумівка,4.2,Баришівський район
1057810973,С100113,/БОРИСПIЛЬ - БЕРЕЗАНЬ-ЯГОТИН/ - ХМЕЛЬОВИК,Т-10-18 – Хмельовик,6.4,Баришівський район
1057810972,С100114,ШВАЧИХА - /БОРИСПІЛЬ - БЕРЕЗАНЬ-ЯГОТИН/,Швачиха – Т-10-18,1.3,Баришівський район
1057810045,С100201,/ФАСТІВ-КОЖАНКА-ФУРСИ-ЯБЛУНІВКА-ВОЛОДАРКА/-МАТЮШІ,Т-10-13 – Матюші,7.2,Білоцерківський район
1057810044,С100202,ДРОЗДИ - ВОЛОДИМИРІВКА - /КИЇВ-ФАСТІВ-Б ЦЕРКВА -ТАРАЩА- ЗВЕНИГОРОДКА/,Дрозди – Володимирівка – Р-04,7.1,Білоцерківський район
1057810043,С100203,МАЗЕПИНЦI - /КИЇВ-ФАСТІВ-БІЛА ЦЕРКВА -ТАРАЩА- ЗВЕНИГОРОДКА/,Мазепинці – Р-04,3.9,Білоцерківський район
1057810042,С100204,СИДОРИ - /КИЇВ-ФАСТІВ-БІЛА ЦЕРКВА - ТАРАЩА-ЗВЕНИГОРОДКА/,Сидори – Р-04,4.1,Білоцерківський район
1057810041,С100205,ПИЛИПЧА - /БІЛА ЦЕРКВА-ТЕТІЇВ-ЛИПОВЕЦЬ-ГУМЕННЕ/-/М-12/,Пилипча – Р-17,3.8,Білоцерківський район
1057810040,С100206,СОРОКОТЯГИ - КОРЖІВКА - ОЗЕРНА,Сорокотяги – Коржівка – Озерна,8.5,Білоцерківський район
1057810039,С100207,/КИЇВ-ФАСТІВ-БІЛА ЦЕРКВА - ТАРАЩА-ЗВЕНИГОРОДКА/ - ВIЛЬНА ТАРАСIВКА,Р-04 – Вільна Тарасівка,1.4,Білоцерківський район
1057810038,С100208,/М-05/- ХРАПАЧІ - ОЛIЙНИКОВА СЛОБОДА,М-05 – Храпачі – Олійникова Слобода,12,Білоцерківський район
1057810037,С100209,/М-05/ - ПІЩАНА - СКРЕБИШI,М-05 – Піщана – Скребиші,10.7,Білоцерківський район
1057810015,С100210,КРАСНЕ - СТЕПОК - ЛЮДВИНІВКА,Красне – Степок – Людвинівка,8.4,Білоцерківський район
1057810014,С100211,/МАЛА ВIЛЬШАНКА - КРИВЕЦЬ/ - ЧУПИРА-2 - ГОСТРА МОГИЛА,О100201 – Чупира-2 – Гостра Могила,15,Білоцерківський район;Ставищенський район
1057810013,С100212,/М-05/ - ПІЩАНА/-ГЛУШКИ,С100209 – Глушки,0.8,Білоцерківський район
1057810012,С100213,/Н-02/ - СЕМИХАТКИ,Н-02 – Семихатки,3,Білоцерківський район
1057810011,С100214,/Н-02/ - ТОМИЛIВКА,Н-02 – Томилівка,5.5,Білоцерківський район
1057810010,С100215,ФУРСИ - ЧМИРІВКА - ТРУШКИ,Фурси – Чмирівка – Трушки,9,Білоцерківський район
1057810009,С100216,ЯБЛУНІВКА-ШАМРАЇВКА,Яблунівка – Шамраївка,10.8,Білоцерківський район;Сквирський район
1057810008,С100217,/Р-04/- КЛОЧКИ/-КОЖЕНИКИ,С100224 – Коженики,1.5,Білоцерківський район
1057810007,С100218,/КИЇВ-ФАСТІВ-БІЛА ЦЕРКВА -ТАРАЩА- ЗВЕНИГОРОДКА /- ШКАРIВКА,Р-04 – Шкарівка,4.1,Білоцерківський район
1057810006,С100219,ГОРОДИЩЕ - ПИЛИПЧА,Городище – Пилипча,1.3,Білоцерківський район
1057809984,С100220,ФЕСЮРИ - ЩЕРБАКИ,Фесюри – Щербаки,3.9,Білоцерківський район
1057809983,С100221,ПОТIЇВКА - ЧУПИРА,Потіївка – Чупира,3.9,Білоцерківський район
1057809982,С100222,БУДЕННЕ - МИХАЙЛІВКА - /Н-02/,Буденне – Михайлівка – Н-02,13.4,Білоцерківський район
1057809981,С100223,ФЕСЮРИ-ЯБЛУНІВКА,Фесюри – Яблунівка,4.5,Білоцерківський район
1057809980,С100224,КЛОЧКИ - / КИЇВ-ФАСТІВ-БІЛА ЦЕРКВА - ТАРАЩА-ЗВЕНИГОРОДКА/,Клочки – Р-04,5.1,Білоцерківський район
1057809979,С100225,ПІД'ЇЗД ДО с. ХРАПАЧІ,Під'їзд до с. Храпачі,1.2,Білоцерківський район
1057809978,С100226,ГОРОДИЩЕ ПУСТОВАРIВСЬКЕ - ФАСТІВКА - /БIЛА ЦЕРКВА - ТЕТІЇВ-ЛИПОВЕЦЬ-ГУМЕННЕ-/М-12/,Городище Пустоварівське – Фастівка – Р-17,8.3,Білоцерківський район
1057809977,С100227,ЯБЛУНIВКА - /БІЛА ЦЕРКВА-ТЕТІЇВ-ЛИПОВЕЦЬ-ГУМЕННЕ/-/М-12/,Яблунівка – Р-17 – М-12,8.1,Білоцерківський район
1057809084,С100301,ДIБРІВКА - ГУТА,Дібрівка – Гута,5.6,Богуславський район
1057809083,С100302,ТУНИКИ - КАРАНДИНЦI,Туники – Карандинці,5.7,Богуславський район
1057809082,С100303,/КИЇВ-ФАСТІВ-БІЛА ЦЕРКВА - ТАРАЩА-ЗВЕНИГОРОДКА/ - ПОБЕРЕЖКА,Р-04 – Побережка,5.8,Богуславський район
1057809081,С100304,БIЇВЦI - /БОГУСЛАВ - СТЕБЛIВ/,Біївці – О100302,5.4,Богуславський район
1057809080,С100305,/ ЯХНИ - КАЛИНIВКА / - ВІЛЬХІВЕЦЬ,О101510 – Вільхівець,5.3,Богуславський район
1057809079,С100306,/IСАЙКИ - ЩЕРБАШЕНЦI/ - ЯЦЮКИ,О100314 – Яцюки,2,Богуславський район
1057809078,С100307,/МИРОНІВКА - БОГУСЛАВ/ - /Р-04/ - РОЗКОПАНЦІ,Т-10-22 – Розкопанці,1,Богуславський район
1057809077,С100308,МИРОНІВКА-БОГУСЛАВ- /Р-04/ - IВКИ,Т-10-22 – Івки,2,Богуславський район
1057809054,С100310,/БОГУСЛАВ - IВАНIВКА/ - МОСКАЛЕНКИ,О100305 – Москаленки,2.4,Богуславський район
1057809053,С100311,ІВАНІВКА- СТАНЦІЯ ТАГАНЧА,Іванівка – станція Таганча,1.1,Богуславський район
1057809052,С100312,/ХОХIТВА - БIЇВЦI/ - ДЕШКИ,О100312 – Дешки,2.8,Богуславський район
1057808123,С100401,МАЛА ОЛЕКСАНДРIВКА - ВЕЛИКА ОЛЕКСАНДРIВКА,Мала Олександрівка – Велика Олександрівка,3.7,Богуславський район
1057808122,С100402,МАЛА ОЛЕКСАНДРIВКА - ГОРА,Мала Олександрівка – Гора,3.8,Богуславський район
1057808121,С100403,/БРОВАРИ-ТРЕБУХІВ-ГОРА/-ДУДАРКІВ,О100610 – Дударків,2.8,Богуславський район
1057808120,С100404,РЕВНЕ - ЗАТИШНЕ,Ревне – Затишне,3,Богуславський район
1057808119,С100405,ГЛИБОКЕ - ГОРОДИЩЕ -/Н-08/,Глибоке – Городище – Н-08,7.3,Богуславський район
1057808118,С100406,/Н-08/ - МИРНЕ-МАЛI ЄРКIВЦI,Н-08 – Мирне – Малі Єрківці,7.4,Богуславський район
1057808117,С100407,БЕЗУГЛIВКА-МАЛА ОЛЕКСАНДРIВКА,Безуглівка – Мала Олександрівка,2.1,Богуславський район
1057808116,С100408,/Н-08/ - РОГОЗIВ,Н-08 – Рогозів,6.4,Богуславський район
1057808115,С100409,ЗАЙМИЩЕ-ДУДАРКIВ,Займисьте – Дударків,4.4,Богуславський район
1057808093,С100410,СЕНЬКIВКА - АРТЕМIВКА,Сеньківка – Артемівка,9.5,Богуславський район
1057808092,С100411,МАЛI ЄРКIВЦI - /Н-08/,Малі Єрківці – Н-08,3.5,Богуславський район
1057808091,С100412,МАЛА ОЛЕКСАНДРIВКА - НОВА ОЛЕКСАНДРIВКА,Мала Олександрівка – Нова Олександрівка,2.8,Богуславський район
1057808090,С100413,/Р-03/- ПРОЛIСКИ,Р-03 – Проліски,0.7,Богуславський район
1057808089,С100414,/М-01/-РУДНЯ-ГОГОЛIВ-БОРИСПIЛЬ/ - СЕНЬКIВКА,Т-10-04 – Сеньківка,3.8,Богуславський район
1057808088,С100415,ТАРАСІВКА - ВЕСЕЛИНІВКА,Тарасівка – Веселинівка,8.2,Баришівський район;Богуславський район
1057808087,С100416,/Р-03/- ЛОЗIВКА,Р-03 – Лозівка,2.6,Богуславський район
1057808086,С100417,/КИЇВ-РЕВНЕ-РОГОЗIВ/ - МАРТУСIВКА,Т-10-16 – Мартусівка,3.9,Богуславський район
1057808085,С100418,/М-03/ - IВАНКIВ,М-03 – Іванків,1.1,Богуславський район
1057808084,С100419,/М-03/-ЛЮБАРЦI-СТАРЕ/ - ВАСИЛЬКИ,О100409 – Васильки,2.1,Богуславський район
1057808062,С100420,/М-03/ - ЩАСЛИВЕ,М-03 – Щасливе,3,Богуславський район
1057808061,С100421,/КИЇВ-РЕВНЕ-РОГОЗІВ/-ВОРОНЬКІВ,Т-10-16 – Вороньків,4.6,Богуславський район
1057808060,С100422,ВИШЕНЬКИ-РЕВНЕ,Вишеньки – Ревне,5,Богуславський район
1057808059,С100423,/М-01/- РУДНЯ-ГОГОЛIВ-БОРИСПIЛЬ/ - ГОРОБIЇВКА,Т-10-04 – Горобіївка,1.6,Богуславський район
1057808058,С100424,РОГОЗIВ - СТАРЕ,Рогозів – Старе,7.9,Богуславський район
1057808057,С100425,КИЇВ-ВИШЕНЬКИ-ГНІДИН,Київ – Вишеньки – Гнідин,2.6,Богуславський район
1057807162,С100501,"ПІД""ЇЗД ДО с. ПIСКIВКА",Під'їзд до с. Пісківка,5.7,Бородянський район
1057807161,С100502,ЯЗВИНКА - НОВОМИРIВКА,Язвинка – Новомирівка,4.2,Бородянський район
1057807160,С100503,ЗАГАЛЬЦІ-НОВА БУДА,Загальці – Нова Буда,5.6,Бородянський район
1057807159,С100504,/М-07/- ПОТАШНЯ - БОНДАРНЯ - /М-07/,М-07 – Поташня – Бондарня – М-07,3.9,Бородянський район
1057807158,С100505,БАБИНЦІ - БУДА БАБИНЕЦЬКА,Бабинці – Буда Бабинецька,4.5,Бородянський район
1057807157,С100506,/М-07/ - ПИЛИПОВИЧI - КЛАВДІЄВО-ТАРАСОВЕ,М-07 – Пилиповичі – Клавдієво-Тарасове,6,Бородянський район
1057807156,С100507,ВАБЛЯ - ПОРОСКОТЕНЬ,Вабля – Пороскотень,7.1,Бородянський район
1057807155,С100508,МІРЧА - ВЕЛИКИЙ ЛІС,Мірча – Великий Ліс,6.3,Бородянський район
1057807154,С100509,ЛУБ'ЯНКА - ОЗЕРА,Луб'янка – Озера,3.5,Бородянський район
1057807132,С100510,/ДЕМИДІВ-ГОСТОМЕЛЬ/-/ГОСТОМЕЛЬ-БЕРЕСТЯНКА-МИРЧА-/М-07/ ЧЕРЕЗ ОЗЕРА,Т-10-02 – Озера – О101301,4.8,Бородянський район
1057807131,С100511,/КИЇВ-КОВЕЛЬ-ЯГОДИН/ - МИКУЛИЧІ,М-07 – Микуличі,1.5,Бородянський район
1057807130,С100512,МАР'ЯНIВКА - /ІВАНКІВ-ПІСКІВКА /НА РАДОМИШЛЬ/,Мар'янівка – О101110,5,Бородянський район
1057807129,С100513,/ГОСТОМЕЛЬ-БЕРЕСТЯНКА-МИРЧА-/М-07/ - БАБИНЦI,О101301 – Бабинці,4.1,Бородянський район
1057807128,С100514,/ГОСТОМЕЛЬ-БЕРЕСТЯНКА-МИРЧА-/М-07/ - /МАКАРIВ-ЛЮБИДВА/ З ПОД'ЇЗДОМ ДО с.ЗДВИЖIВКА,О101301 – О101402 з під'їздом до с.Здвижівка,4.2,Бородянський район
1057807127,С100515,/ГОСТОМЕЛЬ--БЕРЕСТЯНКА-МИРЧА-/М-07/- СТАРА БУДА,О101301 – Стара Буда,1.5,Бородянський район
1057807126,С100516,/НЕМІШАЄВЕ-МИКОЛАЇВКА З ПІД'ЇЗДОМ ДО с.ХМІЛЬНА/- ДIБРОВА,О100507 – Діброва,3.6,Бородянський район
1057807125,С100517,/КИЇВ-КОВЕЛЬ-ЯГОДИН/ - /ФЕНЕВИЧІ-БОРОДЯНКА-МАКАРІВ-БИШІВ/,М-07 – Т-10-19,2.8,Бородянський район
1057806201,С100601,ПЕРЕМОГА-КВІТНЕВЕ,Перемога – Квітневе,2.9,Броварський район
1057806200,С100602,РОЖIВКА-/ПУХIВКА-КАЛИНIВКА/,Рожівка – О100604,3.3,Броварський район
1057806199,С100603,/ТРЕБУХIВ-ГОГОЛIВ/- ПЕРЕМОЖЕЦЬ,О100611 – Переможець,1.6,Броварський район
1057806198,С100604,/М-01/-РУДНЯ-ГОГОЛIВ-БОРИСПIЛЬ/- ТАРАСIВКА- ЗАХАРIВКА- ЖЕРДОВА,Т-10-04 – Тарасівка – Захарівка – Жердова,5.9,Броварський район
1057806197,С100605,ЖЕРДОВА-ПОКРОВСЬКЕ,Жердова – Покровське,2.8,Броварський район
1057806196,С100606,/М-01/-РУДНЯ-ГОГОЛIВ-БОРИСПIЛЬ/- ПЕРШОТРАВНЕВЕ,Т-10-04 – Першотравневе,1.3,Броварський район
1057806195,С100607,ПIДЛIССЯ-/М-01/-РУДНЯ-ГОГОЛIВ- БОРИСПIЛЬ/,Підлісся – Т-10-04,3.6,Броварський район
1057806194,С100608,/КИЇВ-ЛIТОЧКИ-КIПТI/ - ПАРНЯ,Т-10-08 – Парня,1.2,Броварський район
1057806193,С100609,/КИЇВ-ЛIТОЧКИ-КIПТI/-СОБОЛIВКА,Т-10-08 – Соболівка,1.7,Броварський район
1057806171,С100610,/РОЖНИ-ВЕЛИКА ДИМЕРКА-ГОГОЛIВ/-/Н-07/ ЧЕРЕЗ ГОГОЛIВ,О100605 – Гоголів – Н-07,4.5,Броварський район
1057806170,С100611,ШЕВЧЕНКОВЕ - БЕРВИЦЯ,Шевченкове – Бервиця,10.4,Броварський район
1057806169,С100612,/ШЕВЧЕНКОВЕ - РУСАНIВ/ - КУЛАЖИНЦI,О100612 – Кулажинці,4.8,Броварський район
1057806168,С100613,РУДНЯ - ГАЙОВЕ,Рудня – Гайове,4.3,Броварський район
1057806167,С100614,КАЛИТА-ОПАНАСIВ,Калита – Опанасів,7.3,Броварський район
1057806166,С100615,/Н-07/-ПЕРШЕ ТРАВНЯ,Н-07 – Перше травня,5,Броварський район
1057806165,С100616,/КИЇВ - ЛІТОЧКИ - КІПТІ/ -РОЖНИ,Т-10-08 – Рожни,1.4,Броварський район
1057806164,С100617,КНЯЖИЧI-ТРЕБУХIВ,Княжичі – Требухів,2.1,Броварський район
1057806163,С100618,БОГДАНIВКА-ВЕЛИКА ДИМЕРКА,Богданівка – Велика Димерка,4,Броварський район
1057805240,С100701,/Р-19/ - ПОГРЕБИ,Р-19 – Погреби,5.8,Васильківський район
1057805239,С100702,/ФАСТІВ-МИТНИЦЯ-ОБУХІВ-РЖИЩІВ-КАНІВ/ - РУЛИКIВ,Р-19 – Руликів,4,Васильківський район
1057805238,С100703,МАЛА СОЛТАНIВКА - СКРИПКИ,Мала Солтанівка – Скрипки,1.9,Васильківський район
1057805237,С100704,/ВАСИЛЬКIВ-КНЯЖИЧІ-ЛУКА-ГОРЕНИЧІ-/М-06// - БОБРИЦЯ,О100720 – Бобриця,1.8,Васильківський район
1057805236,С100705,/КИЇВ-ОДЕСА/- МАРХАЛIВКА-ІВАНКОВИЧІ-КРУГЛИК,М-05 – Мархалівка – Іванковичі – Круглик,6.9,Васильківський район
1057805235,С100706,/ВАСИЛЬКIВ - ГЛЕВАХА/ - КРУШИНКА,Т-10-23 – Крушинка,3.6,Васильківський район
1057805234,С100707,/ВАСИЛЬКIВ - ГЛЕВАХА/ - ЗАЛIЗНЕ,Т-10-23 – Залізне,3.4,Васильківський район
1057805233,С100708,"ЗАЛІЗНЕ - МАЛА БУГАІВКА ЧЕРЕЗ ДЕРЕВ""ЯНКИ",Залізне – Дерев'янки – Мала Бугаївка,5,Васильківський район
1057805232,С100709,БЕЗП'ЯТНЕ - /Р-19/ ЧЕРЕЗ КУЛIБАБУ,Безп'ятне – Кулібаба – Р-19,8.2,Васильківський район
1057805210,С100710,/КИЇВ - ОДЕСА/ - ХЛЕПЧА,М-05 – Хлепча,3.6,Васильківський район
1057805209,С100711,/КИЇВ - ОДЕСА/ - СОКОЛIВКА,М-05 – Соколівка,1.9,Васильківський район
1057805208,С100712,/ВАСИЛЬКIВ - ГЛЕВАХА/ - КРЯЧКИ ЧЕРЕЗ БЕРЕЗАНЩИНУ,Т-10-23 – Березанщина – Крячки,1.4,Васильківський район
1057805207,С100713,/ФАСТІВ-БОРОВА-/М-05/ - ПОРАДІВКА,Р-19 – Порадівка,2.8,Васильківський район
1057805206,С100714,/БАРАХТИ-САЛИВІНКИ/- СТЕПАНIВКА,О100710 – Степанівка,4.6,Васильківський район
1057805205,С100715,/БАРАХТИ-САЛИВІНКИ/-ЧЕРВОНЕ,О100710 – Червоне,4.8,Васильківський район
1057805204,С100716,/КОЖУХIВКА - ДЗВIНКОВЕ/ - ПЛЕСЕЦЬКЕ,О100711 – Плесецьке,2.8,Васильківський район
1057805203,С100717,/ГЛЕВАХА-ПІДГІРЦІ/ - В.БУГАЇВКА,Т-10-06 – Велика Бугаївка,6,Васильківський район
1057805202,С100718,/ВАСИЛЬКIВ - ВЕЛИКА БУГАЇВКА/ - ЗАЛIЗНЕ,О100706 – Залізне,2.5,Васильківський район
1057805201,С100719,/ВАСИЛЬКIВ-КНЯЖИЧІ-ЛУКА-ГОРЕНИЧІ-/М-06/ - ЗДОРIВКА,О100720 – Здорівка,2.6,Васильківський район
1057805179,С100720,БОРИСІВ - ЗАЛІЗНЕ,Борисів – Залізне,1.6,Васильківський район
1057805178,С100721,ЗАСТУГНА - ЗОЗУЛІ ЧЕРЕЗ ЧЕРВОНЕ,Застугна – Червоне – Зозулі,2.5,Васильківський район
1057805177,С100722,/КИЇВ - ОДЕСА/ - КОДАКИ,М-05 – Кодаки,3.3,Васильківський район
1057805176,С100723,/ГЛЕВАХА - ПОДГIРЦI/ - ГВОЗДIВ,Т-10-06 – Гвоздів,1.8,Васильківський район
1057805175,С100724,/ГЛЕВАХА - ПIДГIРЦI/ - РОСЛАВИЧI,Т-10-06 – Рославичі,0.8,Васильківський район
1057805174,С100725,ГЛЕВАХА - НОВА ГЛЕВАХА,Глеваха – Нова Глеваха,3.4,Васильківський район
1057805173,С100726,/УЗИН-/М-05/ - СТЕПОВЕ,Т-10-09 – Степове,5.5,Васильківський район
1057805172,С100727,/КИЇВ-ОДЕСА/- АЕРОДРОМ СІЛЬГОСПАВІАЦІЇ,М-05 – аеродром сільгоспавіації,2.2,Васильківський район
1057805171,С100728,ШЕВЧЕНКIВКА-ЯЦЬКИ-МАКIЇВКА- /УЗИН-ВАСИЛIВ - ГЕРМАНІВКА-ТРИПІЛЛЯ/,Шевченківка – Яцькі – Макіївка – О100209,14,Білоцерківський район;Васильківський район
1057805170,С100729,МІСЦЕВИЙ ПРОЇЗД В с.КОВАЛІВКА НА а/д Р-04,місцевий проїзд в с.Ковалівка до а/д Р-04,1.5,Васильківський район
1057805148,С100730,КОДАКИ - ШЕВЧЕНКІВКА,Кодаки – Шевченківка,6.3,Васильківський район
1057805147,С100731,/ФАСТІВ-БОРОВА-/М-05/-СВЯТО-ІОАНІВСЬКИЙ МОНАСТИР,О102403 – Свято-Іоанівський монастир,0.9,Васильківський район
1057805146,С100732,ПІД'ЇЗД ДО с.РОСЛАВИЧІ,Під'їзд до с.Рославичі,2,Васильківський район
1057805145,С100733,/М-05/-ДІБРОВА,М-05 – Діброва,0.9,Васильківський район
1057804279,С100801,"/МАКАРIВ - ЛЮБИДВА ЧЕРЕЗ ПЛАХТЯНКУ,КАТЮЖАНКУ,ВАХІВКУ/ - ДУДКИ",О101402 – Дудки,2,Вишгородський район
1057804278,С100802,/ДИМЕР-ЛЮБИМІВКА-СИЧІВКА/ - РОЗТIСНЕ,О100806 – Розтісне,1.5,Вишгородський район
1057804277,С100803,/ДИМЕР-ЛЮБИМІВКА-СИЧІВКА/- АНДРIЇВКА,О100806 – Андріївка,9.4,Вишгородський район
1057804276,С100804,/ДИМЕР-ЛЮБИМІВКА-СИЧІВКА/ - ДМИТРІВКА ЧЕРЕЗ РОВИ,О100806 – Рови – Дмитрівка,12.4,Вишгородський район
1057804275,С100805,/ДИМЕР-ЛЮБИМІВКА-СИЧІВКА/- КРУГИ,О100806 – Круги,2.7,Вишгородський район
1057804274,С100806,ГАВРИЛIВКА -/ДЕМИДIВ - ГОСТОМЕЛЬ/,Гаврилівка – Т-10-02,4.8,Вишгородський район
1057804273,С100807,ЛІСОВИЧІ - ЛИТВИНIВКА,Лісовичі – Литвинівка,5.3,Вишгородський район
1057804272,С100808,МИКОЛАЇВКА - /ЛІСОВИЧІ-ЛИТВИНIВКА /,Миколаївка – С100807,1.2,Вишгородський район
1057804271,С100809,"/МАКАРIВ - ЛЮБИДВА ЧЕРЕЗ ПЛАХТЯНКУ,КАТЮЖАНКУ,ВАХІВКУ/ - ВОЛОДИМИРIВКА",О101402 – Володимирівка,2.5,Вишгородський район
1057804249,С100810,РОВИ - КРУГИ,Рови – Круги,3.7,Вишгородський район
1057804248,С100811,БОГДАНИ - РИХТА,Богдани – Рихта,11.8,Вишгородський район
1057804247,С100812,НОВI ПЕТРIВЦI - / Р-02 /,Нові Петрівці – Р-02,4.6,Вишгородський район
1057804246,С100813,/Р-02/- КОЗАРОВИЧI,Р-02 – Козаровичі,1.4,Вишгородський район
1057804245,С100814,ГУТА МЕЖИГIРСЬКА - /Р-02/,Гута Межигірська – Р-02,6.8,Вишгородський район
1057804244,С100815,/ДИМЕР - БОГДАНИ З ОБХОДОМ с.СУХОЛУЧЧЯ/- ДМИТРІВКА,О100803 – Дмитрівка,6.1,Вишгородський район
1057804243,С100816,/ДИМЕР - БОГДАНИ З ОБХОДОМ с.СУХОЛУЧЧЯ/- ТОЛОКУНЬ,О100803 – Толокунь,1.9,Вишгородський район
1057804242,С100817,/КИЇВ-ВИШГОРОД-ДЕСНА-ЧЕРНІГІВ/-НОВОСIЛКИ,Р-69 – Новосілки,3.8,Вишгородський район
1057804241,С100818,ГАВРИЛІВКА - ЛУБ'ЯНКА - / ГОСТОМЕЛЬ-БЕРЕСТЯНКА-МИРЧА-/М-07/,О101301 – М-07,9.3,Бородянський район;Вишгородський район
